"MyUnknownColumn","Mat","Inns","Balls","Runs","Wkts","BBI","Ave","Econ","SR","4","5","start","end","name","country"
1934,13,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1994,"AC Bedade","INDIA"
1935,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1998,2001,"MD Bell","NZ"
1936,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1986,1986,"MR Benson","ENG"
1937,10,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2014,2015,"AR Berenger","UAE"
1938,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"B Bhandari","NEPAL"
1939,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"M Bhanuka","SL"
1940,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2011,2011,"RA Bhatti","CAN"
1941,19,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2003,2009,"IS Billcliff","CAN"
1942,15,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2015,2018,"SW Billings","ENG"
1943,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1987,1987,"GA Bishop","AUS"
1944,38,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1986,1994,"TE Blain","NZ"
1945,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2009,"G Blakeney","BMUDA"
1946,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1992,1993,"RJ Blakey","ENG"
1947,14,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2010,"LE Bosman","SA"
1948,295,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1998,2011,"MV Boucher","SA"
1949,110,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2019,"DM Bravo","WI"
1950,15,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2007,"JP Bray","IRE"
1951,25,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1977,1980,"JM Brearley","ENG"
1952,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1993,1993,"GA Briant","ZIM"
1953,39,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2017,"NT Broom","NZ"
1954,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1983,1987,"RD Brown","ZIM"
1955,46,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1995,2005,"CO Browne","WI"
1956,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2008,"PA Browne","WI"
1957,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2012,2017,"DG Brownlie","NZ"
1958,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1993,1993,"GK Bruk-Jackson","ZIM"
1959,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2015,2015,"JA Burns","AUS"
1960,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1980,1980,"AR Butcher","ENG"
1961,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1980,1981,"RO Butcher","ENG"
1962,142,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2012,2019,"JC Buttler","ENG"
1963,17,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2007,2011,"AF Buurman","NL"
1964,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2002,2002,"RJ Campbell","AUS"
1965,29,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2018,2019,"AT Carey","AUS"
1966,111,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1995,2005,"SV Carlisle","ZIM"
1967,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2015,2018,"C Carter","HKG"
1968,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2017,"HWR Cartwright","AUS"
1969,8,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2007,2008,"JJ Celestine","BMUDA"
1970,38,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2019,"RW Chakabva","ZIM"
1971,146,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2019,"LD Chandimal","SL"
1972,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1988,1990,"VB Chandrasekhar","INDIA"
1973,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2015,2018,"MS Chapman","HKG"
1974,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1979,1979,"CJD Chappell","CAN"
1975,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2015,2019,"BB Chari","ZIM"
1976,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1978,1981,"CPS Chauhan","INDIA"
1977,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2004,2004,"M Cheruparambil","HKG"
1978,14,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2018,2019,"Chirag Suri","UAE"
1979,20,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,1999,"DN Chudasama","KENYA"
1980,21,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2003,2007,"DR Chumney","CAN"
1981,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,1996,"NE Clarke","NL"
1982,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2015,"FRJ Coleman","SCOT"
1983,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1973,1974,"PG Coman","NZ"
1984,92,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2014,"AN Cook","ENG"
1985,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1981,1983,"G Cook","ENG"
1986,4,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1991,1993,"SJ Cook","SA"
1987,8,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2019,"BN Cooper","NL"
1988,39,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2003,2015,"CK Coventry","ZIM"
1989,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1971,1971,"MC Cowdrey","ENG"
1990,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2009,"RT Crandon","WI"
1991,13,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1999,"JP Crawley","ENG"
1992,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2009,"FS Crockwell","BMUDA"
1993,52,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2014,2019,"MH Cross","SCOT"
1994,19,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2000,2001,"V Dahiya","INDIA"
1995,18,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1978,1982,"WM Darling","AUS"
1996,4,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2001,2002,"SS Das","INDIA"
1997,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2001,2001,"D Dasgupta","INDIA"
1998,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1993,1994,"PB Dassanayake","SL"
1999,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2013,"H Davids","SA"
2000,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1999,1999,"AG Davies","SCOT"
2001,4,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,1996,"SG Davies","ZIM"
2002,8,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2011,"SM Davies","ENG"
2003,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1974,1977,"IC Davis","AUS"
2004,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2010,"JJ Dawood","CAN"
2005,31,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1983,1988,"RG de Alwis","SL"
2006,115,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2019,"Q de Kock","SA"
2007,12,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1973,1975,"MH Denness","ENG"
2008,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1979,1979,"FA Dennis","CAN"
2009,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2004,2004,"JH Desai","USA"
2010,15,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1999,2001,"SI de Saram","SL"
2011,4,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1986,1993,"AM de Silva","SL"
2012,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1997,1997,"SKL de Silva","SL"
2013,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,1996,"P Dharmani","INDIA"
2014,133,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2019,"S Dhawan","INDIA"
2015,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2006,"HS Dhillon","CAN"
2016,14,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2008,"Dhiman Ghosh","BDESH"
2017,52,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2014,2019,"N Dickwella","SL"
2018,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2011,2011,"WP Diepeveen","NL"
2019,23,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2000,2001,"SS Dighe","INDIA"
2020,107,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1999,2007,"HH Dippenaar","SA"
2021,9,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1997,1997,"MJ Di Venuto","AUS"
2022,14,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2019,"K Doriga","PNG"
2023,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2008,"CRM Douglas","BMUDA"
2024,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1995,"MW Douglas","NZ"
2025,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2010,"TM Dowlin","WI"
2026,28,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1977,1988,"PR Downton","ENG"
2027,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"SO Dowrich","WI"
2028,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2016,2016,"BM Duckett","ENG"
2029,23,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2007,"T Duffin","ZIM"
2030,169,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1981,1991,"PJL Dujon","WI"
2031,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1995,1995,"CI Dunusinghe","SL"
2032,23,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1986,1988,"GC Dyer","AUS"
2033,29,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1980,1983,"J Dyson","AUS"
2034,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2007,2008,"J Edness","BMUDA"
2035,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1971,1975,"JH Edrich","ENG"
2036,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2011,2014,"KA Edwards","WI"
2037,9,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1972,1975,"R Edwards","AUS"
2038,4,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2018,2019,"SA Edwards","NL"
2039,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1997,1997,"MTG Elliott","AUS"
2040,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1994,"PA Emery","AUS"
2041,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1974,1975,"FM Engineer","INDIA"
2042,93,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2019,"CR Ervine","ZIM"
2043,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1992,1992,"EA Essop-Adam","ZIM"
2044,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"Fahad Nawaz","UAE"
2045,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2004,2004,"Fahad Usman","UAE"
2046,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2003,2003,"Faisal Athar","PAK"
2047,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1988,1999,"Faruk Ahmed","BDESH"
2048,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2016,2016,"FY Fazal","INDIA"
2049,30,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2009,2011,"CJ Ferguson","AUS"
2050,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2008,"N Fernandes","UAE"
2051,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1975,1975,"ER Fernando","SL"
2052,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1983,1983,"ERNS Fernando","SL"
2053,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1994,"UNK Fernando","SL"
2054,15,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2016,2019,"WIA Fernando","SL"
2055,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"J Figy John","UAE"
2056,9,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2009,"SE Findlay","WI"
2057,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2010,"R Flannigan","SCOT"
2058,24,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1971,1982,"KWR Fletcher","ENG"
2059,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"BT Foakes","ENG"
2060,15,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2012,2012,"PJ Forrest","AUS"
2061,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2001,2002,"JS Foster","ENG"
2062,26,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1983,1986,"G Fowler","ENG"
2063,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1983,1988,"TJ Franklin","NZ"
2064,13,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1985,1988,"BN French","ENG"
2065,49,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2004,2009,"PG Fulton","NZ"
2066,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1984,1984,"RS Gabriel","WI"
2067,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1999,2000,"DJ Gandhi","INDIA"
2068,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2015,"HJW Gardiner","SCOT"
2069,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2001,2001,"LV Garrick","WI"
2070,37,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1997,"LK Germon","NZ"
2071,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1993,1995,"Ghulam Ali","PAK"
2072,23,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2019,"Ghulam Shabber","UAE"
2073,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2006,"T Gibbons","BMUDA"
2074,248,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,2010,"HH Gibbs","SA"
2075,287,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,2008,"AC Gilchrist","AUS"
2076,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2007,"PG Gillespie","IRE"
2077,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2013,"DM Gondaria","KENYA"
2078,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1982,1982,"HM Goonatilleke","SL"
2079,18,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1983,1983,"IJ Gould","ENG"
2080,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"ZE Green","NAM"
2081,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1978,1978,"AE Greenidge","WI"
2082,9,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,2000,"AFG Griffith","WI"
2083,19,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2014,"R Gunasekera","CAN"
2084,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1994,"AAW Gunawardena","SL"
2085,61,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1998,2006,"DA Gunawardene","SL"
2086,10,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,2001,"SK Gupta","KENYA"
2087,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2013,"Gurdeep Singh","KENYA"
2088,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1990,1990,"Gursharan Singh","INDIA"
2089,126,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2001,2015,"BJ Haddin","AUS"
2090,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1975,1975,"BG Hadlee","NZ"
2091,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1986,1986,"Hafizur Rahman","BDESH"
2092,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2008,"RS Haire","IRE"
2093,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2010,"OJ Hairs","SCOT"
2094,70,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2014,2019,"AD Hales","ENG"
2095,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2010,"JD Hall","IRE"
2096,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1971,1972,"JH Hampshire","ENG"
2097,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2011,2014,"Hamza Tariq","CAN"
2098,22,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2019,"PSP Handscomb","AUS"
2099,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1975,1975,"Harilal Shah","EAf"
2100,12,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1977,1982,"Haroon Rasheed","PAK"
2101,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2003,2003,"JV Harris","CAN"
2102,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2002,2002,"RG Hart","NZ"
2103,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1985,1985,"RT Hart","NZ"
2104,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1992,1994,"BR Hartland","NZ"
2105,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1988,1988,"Harunur Rashid","BDESH"
2106,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,1999,"Hasan Raza","PAK"
2107,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1973,1975,"BF Hastings","NZ"
2108,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1973,1975,"FC Hayes","ENG"
2109,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2018,2019,"Hazratullah Zazai","not found"
2110,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1973,1973,"RGA Headley","WI"
2111,168,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1988,1997,"IA Healy","AUS"
2112,4,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2006,"SP Heaney","CAN"
2113,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2017,"SD Heazlett","AUS"
2114,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1983,1983,"JG Heron","ZIM"
2115,43,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2019,"SO Hetmyer","WI"
2116,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1975,1975,"PD Heyn","SL"
2117,8,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1979,1985,"AMJ Hilditch","AUS"
2118,37,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1993,1997,"RIC Holder","WI"
2119,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2017,"KA Hope","WI"
2120,72,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2016,2019,"SD Hope","WI"
2121,25,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2004,2010,"GJ Hopkins","NZ"
2122,50,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1997,2002,"MJ Horne","NZ"
2123,4,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1987,1987,"PA Horne","NZ"
2124,41,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2005,2011,"JM How","NZ"
2125,12,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1998,1998,"LG Howell","NZ"
2126,25,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2013,2014,"PJ Hughes","AUS"
2127,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2001,2001,"Humayun Farhat","PAK"
2128,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1981,1981,"GW Humpage","ENG"
2129,88,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1989,2003,"N Hussain","ENG"
2130,8,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2010,"RO Hussain","SCOT"
2131,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2008,"KH Butt","HKG"
2132,9,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2011,2011,"DP Hyatt","WI"
2133,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"Ibrahim Zadran","not found"
2134,16,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2018,"Ihsanullah","not found"
2135,12,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"Ikram Alikhil","not found"
2136,37,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2017,2019,"Imam-ul-Haq","PAK"
2137,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2000,2000,"Imran Abbas","PAK"
2138,78,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2018,"Imrul Kayes","BDESH"
2139,7,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1994,1996,"Imtiaz Abbasi","UAE"
2140,8,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2010,"PJ Ingram","NZ"
2141,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,1996,"IT Iqbal","KENYA"
2142,147,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1996,2004,"RD Jacobs","WI"
2143,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2006,"W Jaffer","INDIA"
2144,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1997,1999,"Jahangir Alam","BDESH"
2145,14,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2010,2013,"Jahurul Islam","BDESH"
2146,11,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1992,1996,"WR James","ZIM"
2147,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2006,2007,"PA Jaques","AUS"
2148,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2019,2019,"Jatinder Singh","OMAN"
2149,59,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1995,2007,"Javed Omar","BDESH"
2150,1,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1995,1995,"Javed Qadeer","PAK"
2151,3,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1975,1975,"Jawahir Shah","EAf"
2152,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1982,1982,"RSA Jayasekera","SL"
2153,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,1979,1979,"SA Jayasinghe","SL"
2154,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2003,2007,"HAPW Jayawardene","SL"
2155,6,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2008,2015,"LR Johnson","WI"
2156,2,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2004,2004,"MR Johnson","USA"
2157,51,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2004,2014,"GO Jones","ENG"
2158,8,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2018,2019,"MA Jones","SCOT"
2159,5,-1,-1,-1,-1,"-1",-1.0,-1.0,-1.0,-1,-1,2003,2003,"RA Jones","NZ"
